Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
62320.25859,6.417495593,8.427868532,4,14596.2503,1124396.249,"524 Moore Fall
Port Jeremy, KY 45574-2216"
101599.6706,7.798746015,7.480512026,6.39,37523.86467,2370231.32,"52280 Steven Street
Robertchester, IA 40405-0504"
66051.54977,7.465496106,7.795868186,6.49,26761.9354,1334952.605,"20549 Eric Walk
Blackwellbury, VI 64116-8275"
71475.82648,6.652483886,5.651019169,4.14,48227.07429,1504441.01,"4775 Weber Oval
Danahaven, MA 49005"
63137.9827,5.391557788,6.913776479,3.36,47697.26859,1153435.092,"6325 Parker Junctions
North Luke, GA 17395-4007"
57223.57389,6.316381847,8.460541118,3.43,44907.37865,1259357.023,"Unit 5156 Box 5005
DPO AP 40883"
76075.15426,6.905817831,5.985129882,4.16,40368.56038,1567745.807,"235 Jimmy Walk
East Allison, RI 28204"
74579.27073,6.021541531,7.336151988,5.37,44873.84135,1516419.721,"946 Ross Trail
Williamsport, WA 95951"
84292.53037,5.80394353,6.769938966,3.21,36446.87144,1365151.394,"4171 Amy Summit Apt. 399
Hicksshire, ND 26019"
79120.44152,5.08336073,5.401786825,4.25,39563.9712,1046030.114,"1103 Samuel Lodge Suite 341
North Richardberg, CO 40226"
57143.67882,6.150796319,6.848577732,2.09,51479.07096,1233965.837,"USNS Williams
FPO AE 44169"
66300.58192,6.114218507,5.588030876,4.22,31581.83852,1009769.078,"91831 Hughes Pass Apt. 454
Fisherport, MT 21107-8534"
70161.33285,6.247430552,5.8214009,4.3,37787.66295,1453597.507,"74075 Russell Villages Suite 825
Lisachester, VA 67421-2539"
75212.3268,6.052408397,6.690464212,3.17,23162.9107,1103206.755,"395 Crawford Orchard
Rossfurt, AZ 09449"
86762.88286,6.53019329,5.106962247,2.09,47724.58136,1571253.531,"4856 Wilkinson Shores Suite 654
Port Lucaston, NH 82431-8720"
69180.01607,6.583566247,5.514897205,2.29,38114.52633,1400111.497,"PSC 3697, Box 8763
APO AE 94374-1248"
78010.92038,6.924538814,8.210602123,4.42,44157.28659,1822987.82,"192 Cynthia Spur Apt. 089
Lake Rachelburgh, MO 57053-1155"
65192.10563,6.275508702,8.017889181,4.47,26228.39458,1174747.551,"2223 Andrew Branch Suite 214
New Willie, UT 93661"
61325.07891,4.338810572,6.303479006,2.48,51406.7399,1147908.529,"Unit 9280 Box 1404
DPO AE 53291"
62617.3292,5.463119186,6.450620296,3.48,48372.29885,1124125.921,"215 Schroeder Mountains Apt. 666
West Kathryn, NY 24450-3206"
63970.62442,3.745922263,6.502411114,2.5,31944.55257,822934.8313,"7361 Bryant Roads Apt. 432
North Jonathonside, CA 48685-3946"
68860.58581,6.376583394,7.351612387,3.03,40542.81391,1448774.971,"92640 Harris Trail
Margaretton, IL 32966"
66701.76617,4.775907553,7.921577391,4.36,37752.91522,1063630.928,"873 Rachel Parkways
Port Alyssa, WV 43866-2848"
73823.93879,4.739240943,7.590101512,3.19,10555.70282,861657.3994,"00909 Mcclure Landing Apt. 000
Brownberg, CO 30548"
62995.19212,5.380174522,6.191981454,4.43,34347.24318,1034760.04,"180 Mcguire Square Suite 704
South Carolville, AK 46674-8497"
75864.49781,5.635341192,6.656387606,3.06,35756.68694,1240864.154,"565 Darius Mission Suite 812
Michaelside, CT 94766-8501"
72687.73327,6.708692007,7.800580682,5.34,35427.10591,1442372.044,"Unit 5853 Box 4750
DPO AA 91141"
67059.91769,5.952826666,8.368596561,6.46,35294.2836,1390620.168,"PSC 0072, Box 2395
APO AA 16602"
64705.38341,4.672028732,6.386089398,2.24,33900.19875,862407.817,"143 Beck Curve Suite 521
West Angelicamouth, OH 75371"
62382.46126,6.179205325,6.732639864,2.05,14347.01941,695152.1733,"112 Mcdowell Mount
Kimberlyfort, LA 40102-9867"
61355.94598,7.513298007,6.388362635,3.03,43645.05069,1392537.29,"44056 Sharon Lights
Lake Samantha, MS 12820"
59331.06894,5.191940878,8.39948615,5.09,46669.89885,1200653.345,"1623 Waters Trail
South Noah, SD 89218"
44218.54111,5.589395643,9.449249571,4.23,35420.74094,920540.6539,"15179 Wayne Stravenue Apt. 276
North Michaelside, MP 84965"
59260.86158,6.415791941,6.776273718,3.22,55030.17288,1300433.575,"65671 Martin Burgs Suite 941
Blanchardshire, GA 51998"
79159.30099,5.34770038,6.083193454,4.01,41296.72793,1172188.194,"5168 Darryl Roads Suite 164
Alexandermouth, ND 57779"
76916.9525,5.736988859,5.623473082,3.2,28213.40919,1054732.6,"USNV Nichols
FPO AA 46813"
62450.62899,4.141508415,5.853322091,3.12,41190.20808,615568.1134,"92422 Ayers Cove Suite 239
North Corey, IL 04055"
66447.48322,4.37675375,8.422240324,4.31,48261.04959,1271396.518,"67534 Rachel Ways
Reyesberg, ID 51518"
62173.5801,5.098958554,5.662268147,3.14,3883.448164,231189.821,"71460 Nelson Rest
New Alexis, IN 90049-5470"
59611.33237,5.522890844,7.396697598,3.27,40395.08125,1040782.486,"4210 Taylor Village
West Riley, WI 23832-1422"
65531.10906,6.483332048,5.564653446,3.07,39367.45002,1111710.9,"2628 Lee Expressway
Salazarside, AL 19502-4682"
52681.22886,5.369021376,7.115186212,3.22,44203.08095,885796.2796,"995 Donna Greens
Brianville, AK 32981"
53348.62641,5.588080994,6.541849058,2.5,36499.84397,809755.6175,"8548 Douglas Flats Apt. 388
Hickstown, NH 53989-5588"
53048.67251,7.116028518,5.329030779,3.36,46984.15576,1095794.165,"PSC 8659, Box 3202
APO AA 20470"
74283.06409,5.690518257,7.544191392,6.22,21446.34226,1138609.173,"PSC 4515, Box 2644
APO AA 13870-8171"
50212.43953,6.645207267,7.4041142,5.44,20913.65544,873241.9886,"PSC 8294, Box 8873
APO AA 85473"
75012.34166,6.742828084,6.604334981,4.1,42877.42415,1413579.817,"6218 Parker Crescent
South Kristaside, CA 14710"
81858.57318,7.358643507,6.219018194,4.03,32549.99223,1730084.479,"0759 Thomas Cove
Thomasport, GU 74595-3903"
53664.0777,4.415997412,5.938396401,2.19,57110.64894,996243.4249,"7737 Williamson Lock Apt. 886
Lake Brendashire, NE 03845-7942"
89502.84666,4.484345906,5.178078664,2.01,40836.13013,1273518.737,"176 Mckay Overpass
Laurenborough, GA 20259"
51927.98504,6.182807099,7.167177513,6.05,32256.63856,970177.1054,"8889 Ashley Dale
North Robertmouth, IA 68137-0838"
75927.35905,5.853149898,6.08284131,4.19,22993.63544,1143203.068,"885 Russell Cove
Dudleyfort, PW 36140"
84802.7876,5.1016138,7.844811964,6.04,35748.33147,1437983.825,"64551 Garcia Squares Apt. 516
North Kimberly, OK 24920-8645"
66961.66442,7.412988548,3.950224687,2.31,33423.29329,1128720.42,"456 Gray Extension Suite 249
Jeremyville, MA 32632-2654"
86375.55798,5.675667394,6.657391847,3.05,39781.74684,1532533.611,"0175 Wilkinson Mills Suite 407
South Jamesmouth, SC 00762-4450"
59046.44423,6.670060466,7.335984715,4.06,37813.71463,1082588.727,"066 Holt Trail Suite 703
Lake Jasmine, HI 98216-4748"
68368.40084,6.214134474,7.298146653,5.31,28438.89283,1156308.169,"8168 Theodore Pike
Jordanview, MI 95331-1604"
61018.60328,5.353196392,8.242756348,3.3,43395.73599,1168760.428,"896 Blake Road Suite 920
South Lisabury, NJ 62364"
65566.35691,8.082879393,7.302751132,6.15,30117.17188,1357575.852,"05486 Barnes Motorway Suite 084
Lake John, UT 31770"
59878.06935,5.48606302,6.693434359,4.01,44212.90535,920498.9374,"68714 Griffin Crest Suite 457
Port Andrew, NV 01079"
76573.4753,6.078108557,8.861577101,3.37,40002.32739,1810782.413,"732 Alexa Valley Apt. 353
East John, GU 37109"
69013.36835,5.976152431,6.448118673,4.26,17180.48353,903657.5625,"22524 Ashley Circle
North Tommyton, WY 79099-6009"
78734.494,7.648432415,6.088061911,3.08,36688.16069,1850513.527,"8600 Bailey Garden
New Debra, IL 09574"
59035.95179,6.914086746,6.717020451,2.03,34753.41599,1148720.905,"52509 Barron Ways
New Kathryn, NH 33040-5127"
83940.12816,5.387931862,6.58380532,3.23,34602.378,1492033.205,"794 Yates Street
Evantown, NC 85488-4306"
54920.06339,6.827612966,6.188287003,3.44,22835.58443,831168.8337,"14759 Krystal Meadows
East Marietown, WV 05231-6857"
65554.84252,5.092064142,7.9827641,6.47,39239.83825,1130677.466,"3439 Kevin Prairie Suite 250
Port Carrieshire, LA 08771-9810"
60168.27409,5.243364285,6.317906885,3.12,33460.47314,737202.4576,"USCGC Gregory
FPO AA 74769-0342"
52540.7971,5.376432519,7.387603517,3.24,32090.23024,578309.0862,"7817 Nicholas Ridges Apt. 223
East Claireland, WA 46595-0741"
57182.80245,7.120342379,5.242644354,4.22,39293.04063,1112223.008,"6589 Kirsten Club Suite 430
Evanfurt, WI 89389-6210"
55470.08186,5.694779112,6.810466039,2.49,36246.41293,962531.6649,"568 Johnston Mountain
New Janice, AL 53432-9841"
67877.02334,5.678509326,6.320235228,2.38,19524.09855,843650.8279,"8391 Butler Falls
New Brianmouth, NY 39629-1620"
69439.94296,5.073308976,8.188380547,5.38,33995.76662,1217267.934,"7703 Renee Ramp
West Melissa, MS 25289-3224"
51874.09569,5.611454839,7.001947254,3.35,26197.83908,450307.0174,"963 Sara Loop Apt. 633
South Nicholas, GU 41356-6332"
75655.9136,7.432324255,6.770586414,3.33,31225.12327,1663473.121,"2798 Vasquez Crossroad Suite 141
Port Joseph, MA 15535-7191"
83973.30119,5.939669345,5.463987578,4.03,20159.92165,1164615.968,"14239 Joseph Center
West Jacobshire, UT 99662"
65987.71144,5.759500815,5.690506347,3.35,31771.52976,1263018.127,"1148 Roy Forges
Maysfurt, HI 73926"
94292.26363,5.993314344,7.278782582,5.36,53620.8905,2197436.875,"1591 Yvonne Crossing
Port Joel, TX 68862"
62938.21671,6.623682254,7.661922672,3.15,48947.35792,1721261.812,"041 Welch Manors
Lake Christinechester, MN 69773"
72124.77146,6.181948206,7.953233508,5.19,45415.7213,1670908.662,"7515 Thomas Fields Suite 476
Lake Vincentfurt, IA 79394-3666"
56398.33365,5.793523642,7.120717323,4.16,50909.69708,1148749.933,"03001 Debra Shores
East Stacy, MH 92725"
50665.98873,7.385098056,7.067904619,5.19,29726.0146,1154883.288,"03710 Solis Dam
Holdenton, MO 26586-8244"
89475.5597,6.888438528,5.233513538,2.4,31070.43183,1707269.528,"54863 Warner Greens Suite 781
Port Larryville, MT 49021"
45633.84195,6.733866215,6.827278726,2.35,42371.58426,1108406.786,"525 Ashley Course
Lake Michelleville, MA 95610"
66875.7269,5.696277886,8.386952035,4.22,28819.04314,1256599.179,"183 Desiree Canyon Suite 266
Robertstad, DE 70798"
57849.54551,6.556265641,6.351662614,2.38,43048.77792,1180967.735,"178 Joseph Loaf Apt. 163
West Sabrinahaven, SC 26944-4910"
62881.16212,6.175657448,6.507107742,2.12,22580.31276,905435.8429,"19620 Michael Springs Suite 422
Lamberthaven, AR 36069-6167"
61091.45388,5.997742589,8.196511734,4.05,46536.72488,1450122.715,"997 Sierra Fords
West Daniel, DE 34733"
65973.38432,6.397171887,9.007768282,3.38,40765.39799,1382810.706,"61483 Petersen Summit
Lake Arthurborough, AS 27692-7206"
70280.68819,4.625164329,5.625509818,2.37,38916.17469,868694.0737,"3225 Boyle Circle Suite 725
North Hollyburgh, WI 05753-3986"
74428.12576,6.272527603,6.112848062,2.49,49465.95154,1471746.555,"91582 Fischer Rapids Suite 372
Richardsonchester, PR 55240"
49500.17911,5.900200398,7.514610864,5.47,25186.53741,676377.6614,"9096 Ward Shore
Port Carlabury, GA 64069"
88905.83826,6.186299109,5.989111803,2.16,26964.69492,1462422.256,"0473 Morris Flats
New Leroyshire, HI 31260-9923"
63858.0795,5.476039767,7.140330542,5.4,23808.17907,1036782.245,"8114 James Inlet Suite 307
West Laurashire, LA 72150"
64044.0325,5.220986982,5.825405473,4.41,58887.99941,1122967.385,"485 Wood Path Apt. 959
New Williamburgh, WI 99140"
73035.02576,7.553762647,8.114826162,4.23,43408.42046,1877073.575,"PSC 2539, Box 1949
APO AP 85899"
77722.498,4.717414038,7.743944663,6.13,57287.59897,1657363.057,"494 Knox Throughway Suite 683
Port Henry, DE 40842"
69185.70618,6.418572453,8.72269798,6.19,50096.98027,1757395.787,"2769 Nicole Mews Apt. 063
North Deborahburgh, OR 42909"
67203.28574,7.206743706,7.303116175,6.09,44610.45332,1539084.922,"18136 Torres Square Apt. 467
Lindsaymouth, NE 24349-0488"
69446.45521,6.755066604,8.500981648,6.29,47025.18368,1738788.382,"68483 Jones Overpass Apt. 040
Port April, OH 93290-6834"
68700.26773,6.994378692,6.57820466,2.26,22481.15896,1189466.714,"5168 Autumn Highway Apt. 269
East Breannaton, VA 79397-5860"
56671.14989,6.854714732,6.288488369,4.27,54543.43678,1316793.569,"93965 Gonzalez Gardens
Lake Daniellestad, IN 42545"
76824.55957,6.16784018,6.699457258,4.23,43904.62922,1542970.948,"4057 Cunningham Springs Apt. 169
South Debrabury, MI 12839"
62846.90506,6.01784801,5.144709636,2.04,34628.99343,1024973.195,"5574 Louis Port
Cortezhaven, ME 14097-3315"
73086.23821,6.648406794,6.39517598,4.34,28913.10606,1353182.494,"007 Sheri Lodge
Norrisland, AZ 62078-3739"
70072.52186,5.805508469,8.479921331,6.2,43181.82465,1594089.241,"79897 Nguyen Camp Suite 280
New Stephanie, FM 56217-6206"
74881.59853,4.12590092,8.457886906,5.11,60895.40817,1501048.204,"864 Aguilar Cape
Baldwinland, AK 57237"
53288.00325,4.204036516,6.996336096,3.22,48927.30443,810537.1484,"891 Jordan Mount Apt. 352
North Donburgh, OK 39669"
74245.86605,5.082516102,5.96140678,4.22,53039.31613,1270297.545,"999 Gonzalez Oval
Rogersport, NV 61059-8865"
83112.21224,6.103406958,6.569732034,4.09,44876.89971,1591022.904,"835 Michael Flats Suite 624
Bergerfurt, NC 15580-5441"
65243.82232,4.948259701,7.987512616,6.38,26710.17833,1040652.839,"3207 Jose Fort
Johnfort, ME 58884"
62926.70115,6.500168689,6.411871045,2.14,6248.75608,639471.7361,"81712 Ashley Manors Suite 091
New Richard, OH 46319"
53302.25924,7.583106079,5.607135038,2.02,33222.76188,867898.2822,"04871 Bryan Parkway Apt. 086
Lake Marcialand, TX 90004-7156"
54965.87502,4.361132901,6.827891384,4.32,47460.60701,776125.5971,"25712 Hawkins Rest Apt. 871
Matthewbury, DC 05254"
73704.63223,7.510642045,6.561804932,2.37,11637.89291,1202844.374,"62309 Campos Tunnel
East Bruceshire, WY 96408"
64675.13046,5.78550589,6.436541956,3.42,53742.84199,1346379.985,"989 Carter Crest
Alexburgh, OK 09271"
72392.88504,5.581331968,7.081653164,4.23,23997.45355,1014430.121,"24595 Christopher Junction
New Roberttown, VA 17329-5074"
75033.91777,5.294627535,6.987367714,2.39,27355.82979,1373512.302,"Unit 8582 Box 3330
DPO AE 68542-2008"
81291.67049,5.213993838,8.429901753,4.19,33097.55641,1454749.807,"532 Cox Creek
West Edwinstad, WV 45014-6020"
55992.03459,5.29985819,8.098857048,3.08,32032.63777,1166600.457,"PSC 0628, Box 4719
APO AA 46946"
57108.61844,7.120135332,6.393210122,2.23,43511.01799,1093253.491,"9924 Hughes Mall Suite 073
Port Becky, NY 42776-5025"
82373.20843,6.327773403,7.207985937,4.4,67701.6498,2130762,"50114 Wendy Road
Joelport, OR 96203-3217"
67433.39994,7.7824612,6.564027581,3.05,41030.40891,1719762.308,"PSC 3850, Box 4156
APO AP 93044"
61088.39361,5.810724841,6.085444349,2.18,40426.83517,1019880.653,"9649 Caitlyn Meadows Suite 390
Mcdowellside, PA 20358"
69650.72903,5.922774742,6.201155203,3.05,41608.06466,1296645.375,"34284 Maria Key
West Mary, LA 23834"
64163.54181,6.866750203,6.933770891,3,39354.78926,1372878.534,"414 Ponce Trafficway
East Daniel, PA 37899-9523"
68606.87005,5.930005938,6.980274128,3.43,36084.83774,1117011.106,"2623 Christopher Mountains
New Ericfurt, IA 07112"
65739.68602,6.201098607,6.722967192,4.16,27721.39364,959734.8133,"368 Hannah Centers
East Brittany, NY 60473"
50709.3539,4.761837692,6.822058699,3.18,60199.84255,1074824.816,"923 Bautista Views
Moniquemouth, MP 97118"
65083.88009,3.518886315,8.374999406,3.2,39498.30028,922054.1319,"Unit 6318 Box 6858
DPO AA 84098"
58726.52921,5.18067847,6.979764638,3.24,40771.02861,1017374.023,"Unit 6719 Box 2139
DPO AA 32000"
58593.44792,5.876893588,6.663904269,2.1,45694.50757,1227401.539,"955 Brad Hills
West Robertside, NM 56475"
59466.8656,6.503451263,7.110081473,3.26,44825.81265,1226041.783,"61933 Sarah Landing
Farleyview, OK 34381-6999"
79619.86427,4.752153194,8.354961507,3.11,36156.92049,1411334.219,"8749 Zhang Mountains
East Jefferyfort, OK 42534-6471"
63134.63942,6.676236409,8.48231689,6.25,27554.28687,1317234.043,"15803 Robert Key Suite 514
East Lisa, PA 80155"
81699.9209,6.784351388,4.765058235,4.4,33957.00203,1250144.012,"9945 Frederick Prairie Suite 777
Porterville, ID 63454"
49863.22687,6.777375019,9.640681638,5.03,42056.84712,1389047.558,"USNS Howard
FPO AA 17082-9588"
66835.22012,6.525598482,5.228439448,3.16,23523.60198,792449.5431,"738 David Courts Suite 621
Brittanymouth, ND 83070-7865"
81301.91984,7.082681187,6.776125367,4.06,40860.12048,1860681.947,"24488 Pierce Mill Suite 585
Williamhaven, CO 55473"
67350.16774,5.626456848,8.030099125,4.13,26076.39086,1110827.822,"84727 Ryan Fields
South Josephfort, OH 79576-3487"
77947.46436,6.441788609,7.193403798,5.46,29660.79658,1539129.364,"201 Charles Views
Annamouth, PW 44280"
59941.0184,6.51386625,6.938066307,2.37,37853.30134,1132779.837,"0076 Jennifer Trail Suite 299
Port Debbie, UT 33510"
69876.35717,4.996375474,7.253765742,6.13,20038.8619,839629.5122,"Unit 7240 Box 7803
DPO AA 77851-4397"
74909.72422,4.225888127,6.922914743,2.29,40193.52872,1243239.003,"78595 Carl Points Apt. 859
Port Suzannestad, PR 35176"
62209.87231,6.162329741,7.98980743,4.27,32529.95072,1104109.035,"840 Kenneth Road Apt. 422
North Jamiebury, GU 27977"
83372.64234,8.553939374,7.863971202,4.32,14502.44477,1664301.512,"Unit 7072 Box 0519
DPO AA 59955"
59273.42234,5.715546028,7.662476479,6,20353.16099,818289.7642,"4150 Ethan Parks
Jacquelinehaven, MD 09840-9998"
52916.3676,6.63628491,7.569220698,4.4,36105.06961,1062666.366,"93303 Williams Expressway Apt. 435
New Sheryl, FM 51033"
64714.52416,5.153745232,5.490631869,4.45,23836.53843,730043.6451,"8656 Kim Run
Cardenasview, NC 44530"
63427.81053,5.164251654,8.730904572,6,31689.93323,1307173.872,"43885 Michael Lights Apt. 906
North Adam, AR 81654"
72885.52312,7.64196516,4.969158207,2.22,36711.49426,1464710.206,"0266 Hatfield Burg
Deborahhaven, OH 68256"
63780.04015,5.044290162,5.890387971,4.1,32010.22811,769851.8034,"79718 Daniel Common Suite 368
East Sean, ND 25047-3039"
59709.93311,6.320753255,6.376804344,3.32,39383.96586,1012023.399,"319 Wang Mills
New Kevinview, AS 20982-6227"
68275.5812,5.534934174,6.277831678,4.13,31383.07069,866328.1313,"8762 Christopher Views Apt. 442
West Madison, DC 99989-4103"
78556.79705,6.162173321,5.783253683,3.16,34677.7243,1222726.564,"8373 Adams Groves Apt. 581
Valenciafort, NM 75868-5023"
57471.94317,5.970952518,7.359194737,5.37,35822.60168,998702.0371,"6984 Guerrero Causeway
Leeborough, VT 73485"
58583.50845,6.952034052,9.472742074,6.47,39910.34268,1644242.137,"7763 Kelly Forges Suite 419
Kennethfort, WV 13606-7075"
66537.25272,6.346079744,9.268966847,6.12,53721.14129,1817188.451,"Unit 1668 Box 0567
DPO AP 07464-3406"
78269.14256,6.523187585,6.02347229,2.3,54954.97189,1553976.234,"PSC 2046, Box 9503
APO AE 31086-6640"
70562.35851,7.037251617,5.012792886,3.48,26073.2223,850593.3377,"34439 Julie Lock
West Kevin, AS 15672-4800"
65594.06739,7.492803317,7.1136851,3.3,24580.5637,1179987.324,"463 Avery Bypass
Tylerbury, NY 30504"
72493.20944,6.609326162,7.509335527,4.23,40722.65597,1554986.695,"7904 Moran Road Suite 869
New Timothybury, CA 14486-4596"
60757.08121,6.486568179,8.155915088,5.35,35561.08441,1281378.174,"86377 Vargas Burgs Suite 621
Jessicamouth, IN 55569-5931"
72920.86775,5.397964171,7.736952387,3.43,35656.22969,1125677.604,"625 Sparks Points Suite 055
New James, VT 73805-3854"
76134.67776,7.248108066,8.425820688,3.13,34956.12616,1705889.887,"76611 Michael Manors Apt. 869
Cookburgh, VA 93116"
56957.83521,5.969854495,5.935709309,2.05,29498.96419,783565.1025,"1988 Jessica Fork
North Andrew, IA 58461"
54642.70628,6.29096854,8.982485924,6.12,42987.06573,1355362.956,"7218 Hancock Freeway Apt. 232
Port Jenniferberg, MH 83838-1210"
60018.89377,6.650993718,5.258696394,3.07,35188.91826,927181.0664,"16801 Brittany Rest Apt. 325
Myersbury, NJ 85095-5060"
67417.11235,5.728827797,6.195270308,3.48,36002.29608,1058517.81,"12512 Daniel Lock Apt. 134
Lake Elizabeth, ND 44548"
56088.6394,6.43064836,8.840667908,6.24,44796.58583,1397564.156,"9346 Sean Centers Suite 263
Manuelstad, NJ 06399-8490"
70850.1305,5.333909302,5.487903073,3.12,14731.96976,635429.2305,"621 Davis Green
Lake Stevenville, AS 41733-5352"
69692.47333,4.614993462,6.377310795,4.27,41818.00491,1104701.234,"1146 Madden Hollow Suite 350
Lake Jessicachester, IA 64137-8387"
68104.65856,5.897648506,7.050999424,3.05,35008.26751,1368134.998,"85978 Lauren Rapid Suite 923
Port Thomasborough, MS 02927-8640"
50521.46356,7.374457938,7.149611673,5.11,36713.86484,1204117.419,"34850 Ray Prairie Suite 604
Port Carlosstad, ME 81599-5651"
64900.19793,5.30506935,7.260436972,3.31,21815.48888,517937.5895,"7191 Ian Streets Apt. 620
East Chad, OK 10140-6632"
78951.7359,5.443039346,5.759583193,2.18,31055.05109,1241182.835,"PSC 1520, Box 7020
APO AE 71780-5009"
